appid,game_name,filename,status,source_title,source_url,match_score,extract_chars,extract_words
990080,Hogwarts Legacy,990080_Hogwarts Legacy.txt,ok,Hogwarts Legacy,https://en.wikipedia.org/wiki/Hogwarts_Legacy,8.00,32199,4990
2172010,Until Dawn,2172010_Until Dawn.txt,ok,Until Dawn,https://en.wikipedia.org/wiki/Until_Dawn,8.00,31791,5059
753640,Outer Wilds,753640_Outer Wilds.txt,ok,Outer Wilds,https://en.wikipedia.org/wiki/Outer_Wilds,8.00,31547,5287
607080,Psychonauts 2,607080_Psychonauts 2.txt,ok,Psychonauts 2,https://en.wikipedia.org/wiki/Psychonauts_2,8.00,31438,4949
1693980,Dead Space,1693980_Dead Space.txt,ok,Dead Space,https://en.wikipedia.org/wiki/Dead_Space,8.00,31251,5113
2124490,SILENT HILL 2,2124490_SILENT HILL 2.txt,ok,Silent Hill,https://en.wikipedia.org/wiki/Silent_Hill,7.50,31070,5022
239140,Dying Light,239140_Dying Light.txt,ok,Dying Light,https://en.wikipedia.org/wiki/Dying_Light,8.00,31060,5042
1967430,Ghost Trick: Phantom Detective,1967430_Ghost Trick - Phantom Detective.txt,ok,Ghost Trick: Phantom Detective,https://en.wikipedia.org/wiki/Ghost_Trick:_Phantom_Detective,8.00,30959,4923
2239550,Watch Dogs: Legion,2239550_Watch Dogs - Legion.txt,ok,Watch Dogs: Legion,https://en.wikipedia.org/wiki/Watch_Dogs:_Legion,8.00,30831,4866
1113560,NieR Replicant ver.1.22474487139...,1113560_NieR Replicant ver.1.22474487139.txt,existing,,,,30788,4976
1150080,Azur Lane Crosswave,1150080_Azur Lane Crosswave.txt,existing,,,,30462,4800
2420110,Horizon Forbidden West Complete Edition,2420110_Horizon Forbidden West Complete Edition.txt,ok,Horizon Forbidden West,https://en.wikipedia.org/wiki/Horizon_Forbidden_West,6.33,30223,4836
482400,System Shock,482400_System Shock.txt,ok,System Shock,https://en.wikipedia.org/wiki/System_Shock,8.00,30031,4812
1845910,Dragon Age: The Veilguard,1845910_Dragon Age - The Veilguard.txt,ok,Dragon Age: The Veilguard,https://en.wikipedia.org/wiki/Dragon_Age:_The_Veilguard,8.00,30027,4738
2679460,Metaphor: ReFantazio,2679460_Metaphor - ReFantazio.txt,ok,Metaphor: ReFantazio,https://en.wikipedia.org/wiki/Metaphor:_ReFantazio,8.00,29839,4718
1715130,Crysis Remastered,1715130_Crysis Remastered.txt,ok,Crysis (video game),https://en.wikipedia.org/wiki/Crysis_(video_game),6.53,29749,4857
1721470,Poppy Playtime,1721470_Poppy Playtime.txt,ok,Poppy Playtime,https://en.wikipedia.org/wiki/Poppy_Playtime,8.00,29601,4739
2231380,Tom Clancy's Ghost Recon Breakpoint,2231380_Tom Clancy's Ghost Recon Breakpoint.txt,ok,Tom Clancy's Ghost Recon Breakpoint,https://en.wikipedia.org/wiki/Tom_Clancy%27s_Ghost_Recon_Breakpoint,8.00,29595,4693
368260,Marvel's Midnight Suns,368260_Marvel's Midnight Suns.txt,ok,Marvel's Midnight Suns,https://en.wikipedia.org/wiki/Marvel%27s_Midnight_Suns,8.00,29466,4691
699130,World War Z,699130_World War Z.txt,ok,World War Z,https://en.wikipedia.org/wiki/World_War_Z,8.00,29169,4676
1041720,Kingdoms of Amalur: Re-Reckoning,1041720_Kingdoms of Amalur - Re-Reckoning.txt,existing,,,,28874,4610
1388880,Doki Doki Literature Club Plus!,1388880_Doki Doki Literature Club Plus!.txt,ok,Doki Doki Literature Club!,https://en.wikipedia.org/wiki/Doki_Doki_Literature_Club!,7.45,28717,4612
924980,Trials of Mana,924980_Trials of Mana.txt,ok,Trials of Mana,https://en.wikipedia.org/wiki/Trials_of_Mana,8.00,28624,4813
1875830,Shin Megami Tensei V: Vengeance,1875830_Shin Megami Tensei V - Vengeance.txt,ok,Shin Megami Tensei V,https://en.wikipedia.org/wiki/Shin_Megami_Tensei_V,6.80,28526,4499
1404210,Red Dead Online,1404210_Red Dead Online.txt,ok,Red Dead Online,https://en.wikipedia.org/wiki/Red_Dead_Online,8.00,28386,4470
978300,Saints Row: The Third Remastered,978300_Saints Row - The Third Remastered.txt,ok,Saints Row: The Third,https://en.wikipedia.org/wiki/Saints_Row:_The_Third,6.71,28370,4605
1282690,Crysis 3,1282690_Crysis 3.txt,existing,,,,28102,4604
2096610,Crysis 3 Remastered,2096610_Crysis 3 Remastered.txt,ok,Crysis 3,https://en.wikipedia.org/wiki/Crysis_3,5.56,28102,4604
1172470,Apex Legends,1172470_Apex Legends.txt,existing,,,,27948,4559
2357570,Overwatch 2,2357570_Overwatch 2.txt,ok,Overwatch (2023 video game),https://en.wikipedia.org/wiki/Overwatch_(2023_video_game),5.67,27800,4525
1449560,Metro Exodus,1449560_Metro Exodus.txt,ok,Metro Exodus,https://en.wikipedia.org/wiki/Metro_Exodus,8.00,27704,4486
412020,Metro Exodus,412020_Metro Exodus.txt,ok,Metro Exodus,https://en.wikipedia.org/wiki/Metro_Exodus,8.00,27704,4486
397540,Borderlands 3,397540_Borderlands 3.txt,ok,Borderlands 3,https://en.wikipedia.org/wiki/Borderlands_3,8.00,27669,4495
934700,Dead Island 2,934700_Dead Island 2.txt,ok,Dead Island 2,https://en.wikipedia.org/wiki/Dead_Island_2,8.00,27534,4465
1088850,Marvel's Guardians of the Galaxy,1088850_Marvel's Guardians of the Galaxy.txt,existing,,,,27165,4304
1167630,Teardown,1167630_Teardown.txt,existing,,,,27062,4212
1237320,Sonic Frontiers,1237320_Sonic Frontiers.txt,existing,,,,27034,4297
1718130,SCP: Secret Files,1718130_SCP - Secret Files.txt,ok,SCP Foundation,https://en.wikipedia.org/wiki/SCP_Foundation,4.40,26723,4130
872670,SCP: 5K,872670_SCP - 5K.txt,ok,SCP Foundation,https://en.wikipedia.org/wiki/SCP_Foundation,4.40,26723,4130
1627720,Lies of P,1627720_Lies of P.txt,ok,Lies of P,https://en.wikipedia.org/wiki/Lies_of_P,8.00,26136,4213
2221490,Tom Clancy’s The Division 2,2221490_Tom Clancy’s The Division 2.txt,ok,Tom Clancy's Rainbow Six (video game),https://en.wikipedia.org/wiki/Tom_Clancy%27s_Rainbow_Six_(video_game),6.54,26127,4098
839770,Phoenix Point,839770_Phoenix Point.txt,ok,Phoenix Point,https://en.wikipedia.org/wiki/Phoenix_Point,8.00,26117,4165
1259420,Days Gone,1259420_Days Gone.txt,existing,,,,26105,4221
1222670,The Sims 4,1222670_The Sims 4.txt,existing,,,,25727,4016
1888930,The Last of Us Part I,1888930_The Last of Us Part I.txt,ok,The Last of Us Part I,https://en.wikipedia.org/wiki/The_Last_of_Us_Part_I,8.00,25543,3910
